trip_id	household_id	person_n	trip_n	travel_mode	purpose	fueltype	faretype	bus_scale	survey_year	travel_year	travel_month	travel_date	day_of_week	start_time	age	female	driving_license	car_ownership	distance	dur_walking	dur_cycling	dur_pt_access	dur_pt_rail	dur_pt_bus	dur_pt_int	pt_interchanges	dur_driving	cost_transit	cost_driving_fuel	cost_driving_ccharge	driving_traffic_percent
4781	977	0	0	4	4	1	1	1.0	1	2012	5	30	3	6.5	50	0	1	1	12642	3.126388889	1.049722222	0.335555556	0.566666667	0.0	0.2	1	0.675	3.5	2.08	0.0	0.446914
4794	978	1	1	4	5	2	1	1.0	1	2012	5	30	3	8.833333332999999	48	0	1	1	2465	0.713611111	0.24	0.238055556	0.0	0.183333333	0.0	0	0.187777778	1.5	0.5	0.0	0.201183
4811	982	0	1	3	1	6	1	1.0	1	2012	5	30	3	20.5	27	0	0	0	1519	0.486388889	0.129722222	0.1425	0.0	0.05	0.0	0	0.091111111	1.5	0.3	0.0	0.0243902
4846	992	1	0	3	3	6	1	1.0	1	2012	5	30	3	13.0	49	1	0	0	2158	0.4683333329999999	0.120555556	0.034444444	0.0	0.170277778	0.0	0	0.138055556	1.5	0.32	0.0	0.492958
4852	993	0	0	1	3	1	1	1.0	1	2012	5	30	3	12.0	24	0	0	1	677	0.153333333	0.050833333	0.079166667	0.0	0.0436111109999999	0.0	0	0.040277778	1.5	0.11	0.0	0.2137929999999999
4854	993	0	2	3	1	1	1	1.0	1	2012	5	30	3	17.0	24	0	0	1	5457	1.279722222	0.4302777779999999	0.1016666669999999	0.233333333	0.0	0.083333333	1	0.401666667	2.4	0.98	10.5	0.683264
4917	1004	0	0	3	3	6	1	1.0	1	2012	5	31	4	12.0	37	1	0	0	1608	0.359166667	0.125	0.097222222	0.0	0.139444444	0.0	0	0.167222222	1.5	0.31	0.0	0.425249
4924	1005	2	1	3	4	1	1	1.0	1	2012	5	31	4	23.25	33	0	1	1	12985	3.027777778	1.013888889	0.240833333	0.3	0.166666667	0.133333333	1	0.711944444	3.9	2.17	0.0	0.5485760000000001
4932	1007	0	4	3	3	1	5	0.0	1	2012	5	31	4	17.5	63	1	1	2	5808	1.529166667	0.4325	0.253611111	0.2166666669999999	0.0	0.0	0	0.349166667	0.0	1.18	0.0	0.316627
4933	1008	0	0	3	3	6	1	1.0	1	2012	5	31	4	10.0	40	1	1	0	2166	0.588055556	0.212777778	0.234166667	0.05	0.0	0.0	0	0.179722222	1.5	0.45	0.0	0.361669
4945	1011	0	2	3	3	6	5	0.0	1	2012	6	1	5	14.5	84	0	0	0	2865	0.646388889	0.220277778	0.036944444	0.0	0.185277778	0.0	0	0.144166667	0.0	0.4	0.0	0.327553
4950	1014	1	0	4	1	1	5	0.0	1	2012	6	1	5	11.5	66	1	1	1	3669	1.060277778	0.349722222	0.104444444	0.0	0.307777778	0.093888889	1	0.236388889	0.0	0.93	0.0	0.1092829999999999
4959	1016	2	1	4	5	1	1	1.0	1	2012	6	1	5	17.0	21	1	1	2	8445	1.985	0.5972222220000001	0.171666667	0.0	0.491111111	0.068333333	1	0.435	3.0	1.33	0.0	0.329502
4962	1017	0	2	4	3	1	1	1.0	1	2012	6	1	5	11.75	50	1	1	1	1532	0.3291666669999999	0.1011111109999999	0.062222222	0.0	0.074166667	0.0	0	0.123055556	1.5	0.28	0.0	0.311512
4963	1017	0	3	4	5	1	1	1.0	1	2012	6	1	5	12.0	50	1	1	1	539	0.145277778	0.036111111	0.121111111	0.0	0.011666667	0.0	0	0.049166667	1.5	0.13	0.0	0.0112994
4966	1017	1	1	2	4	1	1	1.0	1	2012	6	1	5	16.0	51	0	1	1	19045	4.350277778	1.398055556	0.091944444	0.366666667	0.627777778	0.183333333	2	1.311944444	4.4	3.38	0.0	0.678171
4980	1020	0	0	3	1	1	1	1.0	1	2012	6	1	5	8.5	42	0	1	2	5469	1.371111111	0.488611111	0.091388889	0.3	0.0	0.083333333	1	0.455	2.9	1.12	10.5	0.745421
4994	1024	0	1	1	3	1	1	1.0	1	2012	6	1	5	11.33333333	27	0	1	2	361	0.1025	0.0427777779999999	0.056111111	0.0	0.0225	0.0	0	0.030555556	1.5	0.08	0.0	0.136364
5040	1035	2	0	3	3	1	1	0.0	1	2012	6	4	1	8.0	19	0	0	1	5708	1.481388889	0.3963888889999999	0.074722222	0.183333333	0.166666667	0.083333333	1	0.336944444	1.5	0.97	0.0	0.54493
5053	1036	1	3	4	3	1	1	1.0	1	2012	6	4	1	20.0	24	1	0	1	10728	2.624444444	0.888333333	0.136666667	0.0	0.895	0.245	1	0.485555556	3.0	1.92	0.0	0.264302
5056	1037	1	0	4	3	1	1	1.0	1	2012	6	4	1	16.25	35	1	1	2	9342	2.492222222	0.8444444440000001	0.166388889	0.15	0.2666666669999999	0.2666666669999999	2	0.416388889	3.0	1.59	0.0	0.271514
5060	1038	1	0	4	3	1	1	1.0	1	2012	6	4	1	9.5	26	1	1	1	1434	0.400277778	0.121944444	0.054722222	0.0	0.146666667	0.0	0	0.137777778	1.5	0.33	0.0	0.385081
5106	1047	1	1	4	3	1	1	1.0	1	2012	6	5	2	15.0	56	1	1	1	4556	1.115	0.351111111	0.100833333	0.0	0.311666667	0.150555556	1	0.2444444439999999	3.0	0.79	0.0	0.0715909
5117	1049	1	1	4	3	1	1	1.0	1	2012	6	5	2	23.5	24	1	1	2	2841	0.684444444	0.202777778	0.052222222	0.0	0.182777778	0.0	0	0.124444444	1.5	0.49	0.0	0.122768
5119	1049	2	1	4	3	1	4	0.5	1	2012	6	5	2	23.5	19	1	0	2	2841	0.684444444	0.202777778	0.052222222	0.0	0.182777778	0.0	0	0.124444444	0.75	0.49	0.0	0.122768
5132	1052	2	0	3	3	6	5	0.0	1	2012	6	5	2	14.0	6	1	0	0	1617	0.3263888889999999	0.086388889	0.015277778	0.0	0.136111111	0.0	0	0.132777778	0.0	0.27	0.0	0.127615
5145	1056	0	5	4	3	5	1	1.0	1	2012	6	6	3	11.43333333	35	1	1	2	6673	1.572222222	0.481111111	0.155277778	0.0	0.5525	0.226666667	1	0.296666667	3.0	1.47	0.0	0.0646067
5164	1060	0	0	4	3	1	1	1.0	1	2012	6	6	3	9.0	49	0	1	1	6632	1.655277778	0.516944444	0.1011111109999999	0.25	0.090833333	0.416666667	2	0.399444444	5.1	1.25	0.0	0.393602
5167	1060	0	3	3	5	1	1	1.0	1	2012	6	6	3	12.91666667	49	0	1	1	18284	4.408888889	1.308611111	0.301388889	0.8666666670000001	0.0	0.233333333	2	1.1125	3.0	3.32	0.0	0.4414479999999999
5169	1060	0	5	4	3	1	1	1.0	1	2012	6	6	3	20.66666667	49	0	1	1	1695	0.396111111	0.136388889	0.14	0.083333333	0.0	0.0	0	0.103333333	1.5	0.32	0.0	0.155914
5185	1060	2	1	3	4	1	2	0.0	1	2012	6	6	3	15.0	17	1	0	1	20727	4.683333333	1.4622222219999998	0.2225	0.7666666670000001	0.0	0.233333333	2	1.302222222	2.4	3.49	0.0	0.633959
5194	1060	4	6	4	3	1	5	0.0	1	2012	6	6	3	22.0	7	0	0	1	16845	4.173333333	1.289444444	0.1794444439999999	0.55	0.341666667	0.2625	2	0.689444444	0.0	2.95	0.0	0.241338
5214	1064	1	1	3	1	1	1	1.0	1	2012	6	6	3	17.0	25	1	1	1	23617	5.35	1.644166667	0.221944444	0.6166666670000001	0.123611111	0.2166666669999999	2	1.278611111	7.2	3.99	10.5	0.555507
5230	1068	1	1	4	5	1	1	1.0	1	2012	6	6	3	13.08333333	49	0	1	2	2150	0.490555556	0.138055556	0.088055556	0.0	0.129722222	0.0	0	0.106944444	1.5	0.33	0.0	0.21039
5236	1068	2	4	4	3	1	3	0.0	1	2012	6	6	3	16.33333333	11	1	0	2	4117	0.936666667	0.304166667	0.040277778	0.0	0.363611111	0.0	0	0.259722222	0.0	0.71	0.0	0.187166
5243	1070	1	0	3	1	6	1	1.0	1	2012	6	6	3	7.75	54	0	0	0	13495	3.191666667	1.025	0.256666667	0.55	0.0	0.083333333	1	1.023611111	3.3	2.42	0.0	0.691995
5248	1071	0	6	4	4	1	1	1.0	1	2012	6	7	4	16.33333333	49	1	1	2	1303	0.311944444	0.080277778	0.120555556	0.0	0.0608333329999999	0.0	0	0.079722222	1.5	0.23	0.0	0.12892
5249	1071	1	0	1	3	1	3	0.0	1	2012	6	7	4	10.5	11	1	0	2	565	0.132222222	0.040277778	0.0875	0.0	0.026388889	0.0	0	0.05	0.0	0.13	0.0	0.127778
5288	1082	0	2	4	3	1	1	1.0	1	2012	6	7	4	11.5	51	0	1	1	5096	1.193333333	0.421944444	0.238333333	0.0	0.476388889	0.0	0	0.318333333	1.5	0.88	0.0	0.600349
5303	1083	0	2	4	3	2	1	1.0	1	2012	6	7	4	17.0	47	1	1	2	1814	0.457222222	0.148333333	0.154722222	0.0	0.15	0.0	0	0.145277778	1.5	0.34	0.0	0.1089869999999999
5314	1085	3	1	4	3	1	5	0.0	1	2012	6	7	4	14.03333333	55	0	0	1	5224	1.335833333	0.373055556	0.371111111	0.0	0.364166667	0.0	0	0.300833333	0.0	1.04	0.0	0.227147
5317	1086	1	0	4	3	1	5	0.0	1	2012	6	7	4	11.25	63	0	1	2	2302	0.756388889	0.2419444439999999	0.5125	0.0	0.096111111	0.0	0	0.113611111	0.0	0.46	0.0	0.305623
5349	1094	0	0	4	4	1	1	1.0	1	2012	6	7	4	9.0	48	0	1	2	16605	3.962222222	1.226111111	0.224444444	0.483333333	0.0	0.1	1	1.036388889	4.7	3.04	10.5	0.645671
5359	1096	1	1	4	5	1	1	1.0	1	2012	6	7	4	8.25	50	0	1	1	9794	2.301944444	0.727777778	0.317222222	0.366666667	0.0	0.083333333	1	0.730555556	2.9	1.84	10.5	0.7802279999999999
5428	1106	0	1	3	3	6	1	1.0	1	2012	6	8	5	17.5	33	1	1	0	6121	1.4102777780000002	0.4925	0.075555556	0.166666667	0.209166667	0.090833333	1	0.495833333	3.2	1.19	0.0	0.645378
5439	1109	0	3	4	3	1	1	1.0	1	2012	6	8	5	9.75	52	1	1	1	2712	0.7161111109999999	0.2319444439999999	0.115277778	0.0	0.286111111	0.0	0	0.229166667	1.5	0.66	0.0	0.089697
5445	1111	0	2	3	3	5	1	1.0	1	2012	6	8	5	9.0	41	1	1	2	16265	3.676666667	1.119166667	0.149444444	0.483333333	0.0	0.15	1	0.947777778	6.4	3.74	10.5	0.656213
5455	1111	2	4	1	3	2	3	0.0	1	2012	6	8	5	20.0	11	0	0	2	941	0.251944444	0.076944444	0.127777778	0.0	0.0375	0.0	0	0.074444444	0.0	0.16	0.0	0.197761
5466	1115	0	0	4	3	6	5	0.0	1	2012	6	8	5	13.0	70	1	0	0	2690	0.720833333	0.188333333	0.138611111	0.0	0.183333333	0.0	0	0.205833333	0.0	0.51	0.0	0.134953
5482	1120	0	1	4	3	1	5	0.0	1	2012	6	9	6	11.25	61	0	1	1	4987	1.283333333	0.438888889	0.070833333	0.0	0.539444444	0.155	1	0.203611111	0.0	0.9	0.0	0.2742159999999999
5484	1120	1	1	4	3	1	1	1.0	1	2012	6	9	6	11.25	53	1	1	1	4987	1.283333333	0.438888889	0.070833333	0.0	0.539444444	0.155	1	0.203611111	3.0	0.9	0.0	0.2742159999999999
5489	1122	0	2	3	5	6	1	1.0	1	2012	6	9	6	21.5	40	1	0	0	5809	1.345277778	0.4783333329999999	0.109166667	0.0	0.481666667	0.0	0	0.4075	1.5	0.98	0.0	0.477846
5500	1125	0	0	1	3	6	1	1.0	1	2012	6	9	6	15.5	36	1	1	0	837	0.270555556	0.0711111109999999	0.157222222	0.0	0.054166667	0.0	0	0.075833333	1.5	0.19	0.0	0.0879121
5513	1128	0	0	3	3	1	5	0.0	1	2012	6	9	6	14.5	64	0	1	2	11581	2.629166667	1.038055556	0.254722222	0.316666667	0.0	0.0	0	0.932222222	0.0	2.3	10.5	0.5494640000000001
5539	1132	0	2	4	3	1	1	1.0	1	2012	6	10	7	10.43333333	41	1	1	1	2792	0.710833333	0.2069444439999999	0.1166666669999999	0.0	0.203055556	0.0	0	0.14	1.5	0.51	0.0	0.2063489999999999
5545	1132	0	10	4	3	1	1	1.0	1	2012	6	10	7	16.51666667	41	1	1	1	1981	0.494722222	0.137222222	0.137222222	0.0	0.120555556	0.0	0	0.1225	1.5	0.36	0.0	0.122449
5554	1132	2	0	4	3	1	3	0.0	1	2012	6	10	7	10.0	12	1	0	1	2877	0.839722222	0.238611111	0.144444444	0.0	0.218055556	0.0	0	0.180833333	0.0	0.57	0.0	0.0921659
5590	1141	1	0	3	1	6	1	1.0	1	2012	6	11	1	7.75	25	0	0	0	16478	3.743611111	1.230833333	0.104444444	0.5	0.15	0.2166666669999999	1	1.160277778	5.5	2.67	10.5	0.757003
5605	1145	0	1	4	5	2	1	1.0	1	2012	6	11	1	6.833333333	52	0	1	1	2418	0.670277778	0.1891666669999999	0.223333333	0.0	0.1988888889999999	0.0	0	0.1675	1.5	0.4	0.0	0.3466
5614	1148	0	1	4	4	5	1	1.0	1	2012	6	11	1	17.0	28	0	1	2	1588	0.415555556	0.123333333	0.081944444	0.0	0.120555556	0.0	0	0.155	1.5	0.45	0.0	0.2060929999999999
5620	1150	0	0	4	4	5	1	1.0	1	2012	6	11	1	6.25	36	0	1	1	1098	0.3702777779999999	0.135555556	0.146666667	0.05	0.0	0.0	0	0.117777778	1.5	0.41	0.0	0.160377
5622	1150	0	2	4	5	5	1	1.0	1	2012	6	11	1	7.5	36	0	1	1	854	0.179722222	0.067222222	0.0	0.0	0.08	0.0	0	0.05	1.5	0.17	0.0	0.2722219999999999
5627	1150	1	1	1	4	5	1	1.0	1	2012	6	11	1	16.0	27	1	1	1	1098	0.366944444	0.133611111	0.1422222219999999	0.033333333	0.0	0.0	0	0.171111111	1.7	0.48	0.0	0.431818
5631	1152	0	2	4	3	1	5	0.0	1	2012	6	11	1	20.5	63	0	1	2	6476	1.550833333	0.479722222	0.167777778	0.0	0.5277777779999999	0.0	0	0.320555556	0.0	1.13	0.0	0.193241
5667	1158	1	2	4	5	2	1	1.0	1	2012	6	11	1	11.5	51	1	1	2	741	0.212222222	0.0725	0.083888889	0.0	0.075277778	0.0	0	0.08	1.5	0.14	0.0	0.246528
5692	1162	0	0	1	1	1	1	1.0	1	2012	6	12	2	8.666666667000001	59	1	1	1	2531	0.6133333329999999	0.235555556	0.1022222219999999	0.0	0.2163888889999999	0.0	0	0.169166667	1.5	0.47	0.0	0.252874
5719	1167	1	1	4	3	1	1	1.0	1	2012	6	12	2	16.91666667	24	1	1	1	972	0.245	0.075277778	0.130277778	0.0	0.067222222	0.0	0	0.066666667	1.5	0.18	0.0	0.05
5721	1167	1	3	4	3	1	1	1.0	1	2012	6	12	2	23.0	24	1	1	1	9192	2.3675	0.8352777779999999	0.214722222	0.0	0.6416666670000001	0.333333333	2	0.44	4.5	1.51	0.0	0.145202
5752	1174	0	0	3	1	1	1	1.0	1	2012	6	12	2	10.0	37	1	1	1	8223	1.821944444	0.667222222	0.113055556	0.233333333	0.108333333	0.083333333	1	0.5686111110000001	3.9	1.61	10.5	0.7493890000000001
5765	1177	1	0	4	1	1	1	1.0	1	2012	6	12	2	8.0	40	0	1	2	9227	2.090277778	0.7125	0.132222222	0.3	0.081388889	0.1	1	0.7272222220000001	4.4	1.91	10.5	0.8132159999999999
5783	1182	1	0	3	3	6	1	1.0	1	2012	6	12	2	18.0	40	1	0	0	4088	1.1925	0.356666667	0.217222222	0.0	0.561944444	0.0	0	0.284166667	1.5	0.89	0.0	0.4770279999999999
5794	1184	1	0	4	1	1	1	1.0	1	2012	6	12	2	7.916666667	40	0	1	2	5142	1.201388889	0.4375	0.303611111	0.0	0.374444444	0.0	0	0.418055556	1.5	1.14	0.0	0.390033
5800	1185	1	0	4	1	2	1	1.0	1	2012	6	12	2	7.166666667	55	1	1	2	6648	1.7569444440000002	0.504722222	0.0536111109999999	0.0	0.571388889	0.1325	1	0.485277778	3.0	1.15	0.0	0.435031
5815	1191	0	0	4	1	1	5	0.0	1	2012	6	13	3	20.0	40	0	1	2	17304	4.122777778000001	1.185	0.073055556	0.4	0.2	0.15	2	0.693333333	0.0	2.57	0.0	0.437901
5845	1196	0	1	1	2	2	1	1.0	1	2012	6	13	3	9.0	37	1	1	1	1355	0.346111111	0.134166667	0.0302777779999999	0.0	0.129722222	0.109722222	1	0.0675	3.0	0.18	0.0	0.176955
5905	1209	1	3	1	3	2	1	1.0	1	2012	6	13	3	22.43333333	39	1	1	1	390	0.123055556	0.040555556	0.055555556	0.0	0.027222222	0.0	0	0.039722222	1.5	0.08	0.0	0.153846
5912	1211	1	0	4	4	5	1	1.0	1	2012	6	14	4	8.25	32	0	1	2	11119	2.579166667	0.8125	0.208333333	0.35	0.0	0.0	0	0.715	3.6	2.47	0.0	0.498446
5915	1211	1	3	4	4	5	1	1.0	1	2012	6	14	4	12.08333333	32	0	1	2	3174	0.829722222	0.277777778	0.1891666669999999	0.0	0.365555556	0.134444444	1	0.158333333	3.0	0.76	0.0	0.226316
5932	1213	0	5	1	3	2	1	1.0	1	2012	6	14	4	17.16666667	59	0	1	1	437	0.105	0.040555556	0.026388889	0.0	0.0427777779999999	0.0	0	0.0275	1.5	0.06	0.0	0.272727
5949	1216	1	9	4	5	1	1	1.0	1	2012	6	14	4	15.66666667	42	1	1	2	3198	0.738888889	0.202777778	0.31	0.033333333	0.0	0.0	0	0.1722222219999999	1.5	0.58	0.0	0.0887097
5996	1221	1	1	4	3	1	5	0.0	1	2012	6	14	4	11.16666667	83	1	0	1	3747	0.872777778	0.23	0.082777778	0.0	0.2191666669999999	0.0	0	0.150277778	0.0	0.54	0.0	0.264325
6004	1223	1	1	4	5	2	1	1.0	1	2012	6	14	4	8.083333332999999	44	0	1	1	2499	0.7194444440000001	0.224444444	0.198055556	0.0	0.133333333	0.0	0	0.136944444	1.5	0.4	0.0	0.15213
6019	1224	0	1	4	4	1	1	1.0	1	2012	6	14	4	9.25	45	0	1	2	18175	4.275277778	1.464166667	0.058888889	0.433333333	0.2166666669999999	0.1166666669999999	1	1.005277778	4.6	3.2	0.0	0.61785
6042	1229	3	1	4	4	1	1	1.0	1	2012	6	15	5	19.0	19	1	1	1	2944	0.684444444	0.2641666669999999	0.187777778	0.0	0.164444444	0.0	0	0.246666667	1.5	0.76	0.0	0.394144
6044	1230	0	1	3	5	6	1	1.0	1	2012	6	15	5	14.66666667	49	0	1	0	13868	3.2180555560000004	1.151388889	0.066111111	0.5	0.0436111109999999	0.2	2	0.8916666670000001	6.8	2.19	10.5	0.5903430000000001
6047	1230	1	4	3	5	6	1	1.0	1	2012	6	15	5	13.83333333	39	1	0	0	2587	0.615	0.243333333	0.128888889	0.1166666669999999	0.0	0.0	0	0.241388889	2.1	0.65	0.0	0.4280779999999999
6051	1231	0	0	1	3	6	1	1.0	1	2012	6	15	5	13.0	51	0	0	0	177	0.091666667	0.026111111	0.039444444	0.0	0.028611111	0.0	0	0.033333333	1.5	0.07	0.0	0.0
6108	1249	2	2	3	3	6	5	0.0	1	2012	6	16	6	18.0	6	1	0	0	7188	1.818055556	0.590555556	0.249722222	0.483333333	0.0	0.083333333	1	0.464444444	0.0	1.22	0.0	0.507775
6132	1254	1	0	3	3	6	3	0.0	1	2012	6	16	6	7.5	14	0	0	0	14089	3.303888889	0.910277778	0.327222222	0.0	0.6283333329999999	0.1255555559999999	1	0.585833333	0.0	2.05	0.0	0.252252
6144	1255	1	5	4	5	1	5	0.0	1	2012	6	16	6	17.5	65	0	1	1	5650	1.490555556	0.385555556	0.1566666669999999	0.0	0.489444444	0.1166666669999999	1	0.318888889	0.0	1.02	0.0	0.287456
6162	1259	0	3	3	3	6	1	1.0	1	2012	6	16	6	17.0	25	1	0	0	7744	1.850277778	0.621111111	0.067222222	0.0	0.702777778	0.0	0	0.428055556	1.5	1.29	0.0	0.328358
6167	1262	0	1	4	3	1	5	0.0	1	2012	6	16	6	9.75	75	0	1	1	2118	0.566388889	0.2397222219999999	0.102777778	0.0	0.233333333	0.0	0	0.166388889	0.0	0.47	0.0	0.193656
6190	1269	0	1	4	3	1	1	1.0	1	2012	6	16	6	8.833333332999999	51	0	1	2	2575	0.6188888889999999	0.178611111	0.076944444	0.0	0.253333333	0.0	0	0.124444444	1.5	0.4	0.0	0.109375
6225	1274	1	0	3	3	6	1	1.0	1	2012	6	17	7	14.66666667	41	1	1	0	2347	0.583611111	0.1472222219999999	0.0536111109999999	0.0	0.161111111	0.0	0	0.154722222	1.5	0.39	0.0	0.276481
6244	1276	1	2	4	3	1	1	1.0	1	2012	6	17	7	17.41666667	54	0	1	1	6088	1.379444444	0.6311111110000001	0.146944444	0.0	0.466666667	0.183333333	1	0.386944444	3.0	1.3	0.0	0.210337
6248	1277	0	3	4	3	1	1	1.0	1	2012	6	17	7	16.25	33	1	1	1	992	0.213888889	0.113888889	0.106111111	0.0	0.0425	0.0	0	0.088888889	1.5	0.24	0.0	0.184375
6255	1280	1	1	4	5	1	1	1.0	1	2012	6	17	7	16.18333333	50	1	1	1	7869	1.796944444	0.685	0.181111111	0.0	0.5	0.0	0	0.2975	1.5	1.17	0.0	0.295985
6262	1282	1	0	4	3	1	1	1.0	1	2012	6	18	1	10.5	32	0	1	2	9678	2.35	0.677222222	0.285833333	0.316666667	0.0	0.0	0	0.507777778	2.6	1.75	0.0	0.412473
6282	1287	1	1	4	5	1	1	1.0	1	2012	6	18	1	8.0	42	0	1	2	8463	1.880833333	0.6180555560000001	0.124166667	0.333333333	0.0	0.083333333	1	0.439166667	3.3	1.35	0.0	0.71031
6283	1287	1	2	4	1	1	1	1.0	1	2012	6	18	1	19.0	42	0	1	2	5752	1.366388889	0.4377777779999999	0.133055556	0.2	0.215	0.1	1	0.304722222	3.9	1.11	0.0	0.5031909999999999
6292	1289	1	0	3	1	1	1	1.0	1	2012	6	18	1	7.5	37	1	1	1	7821	1.900555556	0.570277778	0.131111111	0.3	0.1166666669999999	0.1	1	0.553611111	4.8	1.46	10.5	0.478174
6313	1294	1	0	2	1	6	1	1.0	1	2012	6	18	1	7.916666667	46	0	1	0	11734	2.895833333	1.013611111	0.248055556	0.4	0.266944444	0.166666667	1	0.6736111109999999	5.4	1.83	0.0	0.6156699999999999
6339	1298	2	3	4	3	1	5	0.0	1	2012	6	19	2	20.0	7	1	0	2	615	0.21	0.049722222	0.196666667	0.0	0.0141666669999999	0.0	0	0.083055556	0.0	0.25	0.0	0.280936
6370	1305	2	3	4	3	1	5	0.0	1	2012	6	19	2	19.0	8	0	0	2	1280	0.342777778	0.1291666669999999	0.052777778	0.0	0.105277778	0.0	0	0.069722222	0.0	0.22	0.0	0.3705179999999999
6381	1307	3	0	1	3	2	1	1.0	1	2012	6	19	2	9.083333333	20	1	0	1	1683	0.4083333329999999	0.111111111	0.1155555559999999	0.0	0.195	0.0	0	0.143333333	1.5	0.48	0.0	0.0717054
6409	1311	1	0	3	3	6	5	0.0	1	2012	6	19	2	14.75	5	1	0	0	1759	0.4352777779999999	0.1566666669999999	0.0975	0.0	0.166666667	0.0	0	0.156944444	0.0	0.33	0.0	0.412389
6412	1312	0	0	3	3	2	5	0.0	1	2012	6	19	2	13.5	70	1	1	2	4110	0.955833333	0.361944444	0.254166667	0.233333333	0.0	0.0	0	0.310555556	0.0	0.61	10.5	0.7128800000000001
6437	1319	0	2	1	4	1	1	1.0	1	2012	6	19	2	9.25	53	1	1	2	1151	0.292222222	0.109722222	0.18	0.0	0.0288888889999999	0.0	0	0.095	1.5	0.27	0.0	0.2163739999999999
6456	1322	2	6	1	5	1	1	1.0	1	2012	6	20	3	14.66666667	41	1	1	1	1621	0.4588888889999999	0.2166666669999999	0.182777778	0.0	0.074722222	0.0	0	0.125833333	1.5	0.32	0.0	0.306843
6476	1329	0	0	1	3	1	1	1.0	1	2012	6	20	3	9.5	31	1	1	1	701	0.174166667	0.064444444	0.135277778	0.0	0.016388889	0.0	0	0.054722222	1.5	0.13	0.0	0.172589
6486	1331	0	0	3	3	6	1	1.0	1	2012	6	20	3	13.0	23	1	0	0	589	0.156111111	0.049722222	0.101944444	0.0	0.053333333	0.0	0	0.080277778	1.5	0.16	0.0	0.352941
6496	1333	1	0	4	1	2	1	1.0	1	2012	6	20	3	9.0	29	0	1	2	9084	2.069444444	0.687777778	0.1975	0.283333333	0.183333333	0.233333333	2	0.567222222	3.6	1.34	0.0	0.549461
6528	1341	0	0	1	3	1	1	1.0	1	2012	6	21	4	8.75	37	1	0	1	984	0.2875	0.088333333	0.171388889	0.0	0.076666667	0.0	0	0.1047222219999999	1.5	0.23	0.0	0.225464
6533	1342	0	1	1	2	2	1	1.0	1	2012	6	21	4	9.25	41	1	1	1	607	0.165555556	0.0580555559999999	0.121944444	0.0	0.036111111	0.0	0	0.0575	1.5	0.11	0.0	0.323671
6535	1342	0	3	4	3	2	1	1.0	1	2012	6	21	4	14.66666667	41	1	1	1	2591	0.641944444	0.1863888889999999	0.203333333	0.0	0.243055556	0.0	0	0.222777778	1.5	0.46	0.0	0.537407
6537	1342	2	1	3	2	2	3	0.0	1	2012	6	21	4	17.0	12	1	0	1	3332	0.8088888890000001	0.285555556	0.09	0.15	0.1255555559999999	0.083333333	1	0.3288888889999999	0.85	0.63	0.0	0.841216
6548	1343	1	2	4	3	2	5	0.0	1	2012	6	21	4	10.5	77	1	0	1	5906	1.383055556	0.513055556	0.350555556	0.133333333	0.1166666669999999	0.1166666669999999	1	0.398611111	0.0	0.91	0.0	0.45993
6588	1353	0	0	4	3	5	1	0.0	1	2012	6	21	4	8.0	35	0	1	2	2176	0.525833333	0.171111111	0.126944444	0.0	0.161111111	0.0	0	0.153611111	0.0	0.5	0.0	0.3417719999999999
6601	1354	2	0	3	2	1	2	0.0	1	2012	6	21	4	7.0	16	0	0	1	4988	1.218888889	0.396666667	0.205	0.0	0.4577777779999999	0.0	0	0.273333333	0.0	0.9	0.0	0.119919
6604	1355	0	2	1	2	6	1	1.0	1	2012	6	21	4	15.16666667	25	1	0	0	431	0.114722222	0.028333333	0.053055556	0.0	0.038055556	0.0	0	0.026388889	1.5	0.07	0.0	0.0
6606	1356	0	3	4	1	1	5	0.0	1	2012	6	21	4	3.0	56	0	1	2	11120	2.547222222	0.864166667	0.923055556	0.0	0.529444444	0.0	0	0.368333333	0.0	1.8	0.0	0.086727
6614	1357	1	0	4	2	1	1	1.0	1	2012	6	21	4	7.916666667	42	0	1	2	2658	0.771388889	0.200277778	0.2044444439999999	0.0	0.2097222219999999	0.088888889	1	0.192777778	3.0	0.69	0.0	0.318444
6638	1358	0	8	4	2	1	1	1.0	1	2012	6	21	4	20.51666667	46	0	1	2	1131	0.273055556	0.0886111109999999	0.083611111	0.0	0.083611111	0.0	0	0.088055556	1.5	0.23	0.0	0.353312
6656	1362	0	1	1	2	1	1	1.0	1	2012	6	22	5	9.0	31	1	0	1	719	0.192777778	0.054444444	0.131388889	0.0	0.082777778	0.0	0	0.0611111109999999	1.5	0.17	0.0	0.0636364
6661	1363	2	1	4	3	1	5	0.0	1	2012	6	22	5	13.83333333	64	1	1	1	1482	0.429166667	0.1180555559999999	0.104444444	0.0	0.163333333	0.0	0	0.100277778	0.0	0.31	0.0	0.0941828
6745	1378	1	1	1	5	6	1	1.0	1	2012	6	22	5	18.5	30	0	1	0	1713	0.4794444439999999	0.171388889	0.094444444	0.0	0.205555556	0.0	0	0.2488888889999999	1.5	0.48	0.0	0.720982
6761	1385	0	1	4	5	1	1	1.0	1	2012	6	23	6	10.0	36	1	1	2	3156	0.807222222	0.238888889	0.056666667	0.0	0.54	0.115	1	0.194166667	3.0	0.59	0.0	0.268956
